"","kd_wilayah","r101","r102","r103","r104","r105","rasio_tani","sektor_utama","jumlah_bank","jumlah_koperasi","keberadaan_toko_sarana_pertanian","keberadaan_fasilitas_kredit","cluster"
"1",5101021007,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[007] LOLOAN TIMUR","1. Perkotaan",0.07,"Lainnya",3,1,"Tidak ada","Ada",1
"2",5101021001,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[001] PERANCAK","2. Perdesaan",0.43,"Lainnya",1,1,"Tidak ada","Ada",1
"3",5101021004,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[004] BUDENG","1. Perkotaan",0.38,"Lainnya",1,1,"Ada","Ada",2
"4",5101021002,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[002] AIR KUNING","1. Perkotaan",0.51,"Lainnya",1,1,"Tidak ada","Ada",2
"5",5101021003,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[003] YEH KUNING","1. Perkotaan",0.53,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"6",5101021008,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[008] PENDEM","1. Perkotaan",0.33,"Lainnya",7,5,"Ada","Ada",1
"7",5101021010,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[010] DANGIN TUKADAYA","1. Perkotaan",0.32,"Pertanian Tanaman Pangan",1,3,"Ada","Ada",2
"8",5101021005,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[005] SANGKARAGUNG","2. Perdesaan",0.4,"Pertanian Tanaman Pangan",1,1,"Ada","Ada",2
"9",5101021009,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[009] BATUAGUNG","1. Perkotaan",0.46,"Lainnya",1,3,"Tidak ada","Ada",1
"10",5101021006,"[51] BALI","[01] JEMBRANA","[021] JEMBRANA","[006] DAUHWARU","1. Perkotaan",0.25,"Lainnya",7,4,"Ada","Ada",1
"11",5101020018,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[018] BERANGBANG","1. Perkotaan",0.57,"Lainnya",1,2,"Ada","Ada",2
"12",5101020004,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[004] PENGAMBENGAN","1. Perkotaan",0.27,"Lainnya",1,2,"Ada","Ada",1
"13",5101020016,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[016] BANYUBIRU","1. Perkotaan",0.3,"Lainnya",2,3,"Ada","Ada",1
"14",5101020017,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[017] KALIAKAH","1. Perkotaan",0.49,"Pertanian Tanaman Pangan",2,2,"Ada","Ada",2
"15",5101020001,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[001] CUPEL","1. Perkotaan",0.39,"Lainnya",0,1,"Tidak ada","Ada",1
"16",5101020003,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[003] TEGAL BADENG TIMUR","2. Perdesaan",0.24,"Pertanian Tanaman Pangan",2,1,"Ada","Ada",2
"17",5101020002,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[002] TEGAL BADENG BARAT","1. Perkotaan",0.39,"Pertanian Tanaman Pangan",1,1,"Ada","Ada",2
"18",5101020014,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[014] BANJAR TENGAH","1. Perkotaan",0.02,"Lainnya",2,6,"Tidak ada","Ada",1
"19",5101020012,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[012] LOLOAN BARAT","1. Perkotaan",0.03,"Lainnya",0,0,"Tidak ada","Ada",1
"20",5101020013,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[013] LELATENG","1. Perkotaan",0.17,"Lainnya",2,0,"Ada","Ada",1
"21",5101020019,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[019] BALER BALE AGUNG","1. Perkotaan",0.2,"Lainnya",2,17,"Ada","Ada",1
"22",5101020015,"[51] BALI","[01] JEMBRANA","[020] NEGARA","[015] BALUK","2. Perdesaan",0.44,"Lainnya",1,4,"Ada","Ada",2
"23",5101010006,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[006] MANISTUTU","1. Perkotaan",0.71,"Pertanian Tanaman Pangan",1,1,"Tidak ada","Ada",2
"24",5101010004,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[004] TUWED","1. Perkotaan",0.51,"Lainnya",1,2,"Ada","Ada",2
"25",5101010010,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[010] BLIMBINGSARI","2. Perdesaan",0.68,"Lainnya",0,1,"Tidak ada","Ada",2
"26",5101010009,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[009] EKASARI","2. Perdesaan",0.62,"Pertanian Tanaman Pangan",3,5,"Ada","Ada",2
"27",5101010001,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[001] GILIMANUK","1. Perkotaan",0.2,"Lainnya",4,1,"Tidak ada","Ada",1
"28",5101010005,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[005] TUKADAYA","1. Perkotaan",0.7,"Pertanian Tanaman Pangan",2,3,"Ada","Ada",2
"29",5101010003,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[003] CANDIKUSUMA","1. Perkotaan",0.49,"Lainnya",1,1,"Tidak ada","Ada",2
"30",5101010007,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[007] WARNASARI","2. Perdesaan",0.69,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"31",5101010008,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[008] NUSA SARI","2. Perdesaan",0.75,"Lainnya",1,1,"Tidak ada","Ada",2
"32",5101010002,"[51] BALI","[01] JEMBRANA","[010] MELAYA","[002] MELAYA","1. Perkotaan",0.44,"Lainnya",4,2,"Ada","Ada",2
"33",5101030010,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[010] YEH EMBANG KANGIN","2. Perdesaan",0.55,"Lainnya",2,4,"Ada","Ada",2
"34",5101030004,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[004] PERGUNG","1. Perkotaan",0.46,"Lainnya",1,1,"Tidak ada","Ada",2
"35",5101030011,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[011] YEH SUMBUL","2. Perdesaan",0.53,"Lainnya",1,5,"Ada","Ada",2
"36",5101030002,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[002] MENDOYO DANGIN TUKAD","1. Perkotaan",0.38,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"37",5101030006,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[006] TEGAL CANGKRING","1. Perkotaan",0.4,"Lainnya",3,6,"Ada","Ada",1
"38",5101030003,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[003] POHSANTEN","2. Perdesaan",0.48,"Lainnya",3,6,"Tidak ada","Ada",1
"39",5101030007,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[007] PENYARINGAN","1. Perkotaan",0.52,"Pertanian Tanaman Pangan",3,4,"Ada","Ada",2
"40",5101030008,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[008] YEH EMBANG KAUH","2. Perdesaan",0.65,"Lainnya",4,2,"Tidak ada","Ada",2
"41",5101030005,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[005] DELOD BERAWAH","1. Perkotaan",0.51,"Pertanian Tanaman Pangan",1,1,"Ada","Ada",2
"42",5101030009,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[009] YEH EMBANG","2. Perdesaan",0.54,"Lainnya",4,1,"Ada","Ada",2
"43",5101030001,"[51] BALI","[01] JEMBRANA","[030] MENDOYO","[001] MENDOYO DAUH TUKAD","1. Perkotaan",0.4,"Lainnya",1,2,"Tidak ada","Ada",1
"44",5101040008,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[008] MANGGISSARI","2. Perdesaan",0.72,"Lainnya",2,3,"Ada","Ada",2
"45",5101040004,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[004] PANGYANGAN","2. Perdesaan",0.65,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"46",5101040001,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[001] MEDEWI","2. Perdesaan",0.62,"Lainnya",1,8,"Ada","Ada",2
"47",5101040006,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[006] PENGERAGOAN","2. Perdesaan",0.91,"Lainnya",5,5,"Ada","Ada",2
"48",5101040007,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[007] ASAHDUREN","2. Perdesaan",0.84,"Lainnya",1,2,"Ada","Ada",2
"49",5101040002,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[002] PULUKAN","2. Perdesaan",0.42,"Lainnya",1,2,"Ada","Ada",2
"50",5101040005,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[005] GUMBRIH","2. Perdesaan",0.82,"Lainnya",2,5,"Ada","Ada",2
"51",5101040003,"[51] BALI","[01] JEMBRANA","[040] PEKUTATAN","[003] PEKUTATAN","1. Perkotaan",0.43,"Lainnya",4,4,"Ada","Ada",1
"52",5102010004,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[004] BAJERA","1. Perkotaan",0.03,"Lainnya",8,5,"Ada","Ada",1
"53",5102010002,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[002] ANTAP","2. Perdesaan",0.93,"Pertanian Tanaman Pangan",4,1,"Ada","Ada",2
"54",5102010024,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[024] WANAGIRI KAUH","2. Perdesaan",0.65,"Pertanian Tanaman Pangan",2,0,"Tidak ada","Ada",2
"55",5102010006,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[006] SERAMPINGAN","2. Perdesaan",0.89,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"56",5102010015,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[015] PUPUAN SAWAH","2. Perdesaan",0.6,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"57",5102010005,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[005] BEREMBENG","2. Perdesaan",0.38,"Pertanian Tanaman Pangan",5,5,"Ada","Ada",2
"58",5102010026,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[026] BAJERA UTARA","2. Perdesaan",0.73,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"59",5102010018,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[018] WANAGIRI","2. Perdesaan",0.68,"Lainnya",0,1,"Ada","Ada",2
"60",5102010025,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[025] MANIKYANG","2. Perdesaan",0.98,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"61",5102010014,"[51] BALI","[02] TABANAN","[010] SELEMADEG","[014] SELEMADEG","2. Perdesaan",0.94,"Pertanian Tanaman Pangan",4,2,"Tidak ada","Ada",2
"62",5102060011,"[51] BALI","[02] TABANAN","[060] BATURITI","[011] ANTAPAN","2. Perdesaan",0.9,"Lainnya",2,2,"Ada","Tidak ada",2
"63",5102060005,"[51] BALI","[02] TABANAN","[060] BATURITI","[005] MEKARSARI","2. Perdesaan",0.9,"Pertanian Tanaman Pangan",3,3,"Ada","Ada",2
"64",5102060008,"[51] BALI","[02] TABANAN","[060] BATURITI","[008] BANGLI","2. Perdesaan",0.9,"Lainnya",3,0,"Ada","Ada",2
"65",5102060003,"[51] BALI","[02] TABANAN","[060] BATURITI","[003] PEREAN KANGIN","2. Perdesaan",1,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"66",5102060007,"[51] BALI","[02] TABANAN","[060] BATURITI","[007] ANGSERI","2. Perdesaan",0.9,"Pertanian Tanaman Pangan",2,1,"Ada","Ada",2
"67",5102060012,"[51] BALI","[02] TABANAN","[060] BATURITI","[012] CANDIKUNING","2. Perdesaan",0.89,"Lainnya",4,1,"Ada","Ada",2
"68",5102060001,"[51] BALI","[02] TABANAN","[060] BATURITI","[001] PEREAN","2. Perdesaan",0.7,"Pertanian Tanaman Pangan",3,0,"Ada","Ada",2
"69",5102060010,"[51] BALI","[02] TABANAN","[060] BATURITI","[010] BATUNYA","2. Perdesaan",0.98,"Lainnya",2,2,"Ada","Ada",2
"70",5102060006,"[51] BALI","[02] TABANAN","[060] BATURITI","[006] APUAN","1. Perkotaan",0.9,"Lainnya",3,2,"Ada","Ada",2
"71",5102060009,"[51] BALI","[02] TABANAN","[060] BATURITI","[009] BATURITI","2. Perdesaan",0.49,"Lainnya",9,4,"Ada","Ada",1
"72",5102060004,"[51] BALI","[02] TABANAN","[060] BATURITI","[004] LUWUS","2. Perdesaan",0.8,"Pertanian Tanaman Pangan",4,1,"Ada","Ada",2
"73",5102060002,"[51] BALI","[02] TABANAN","[060] BATURITI","[002] PEREAN TENGAH","2. Perdesaan",0.75,"Lainnya",5,2,"Ada","Ada",2
"74",5102012001,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[001] LALANG LINGGAH","2. Perdesaan",0.96,"Lainnya",5,6,"Ada","Ada",2
"75",5102012009,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[009] MUNDEH KAUH","2. Perdesaan",0.8,"Lainnya",1,2,"Tidak ada","Ada",2
"76",5102012002,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[002] ANTOSARI","2. Perdesaan",0.76,"Pertanian Tanaman Pangan",3,1,"Ada","Ada",2
"77",5102012005,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[005] LUMBUNG KAUH","2. Perdesaan",0.98,"Lainnya",3,0,"Tidak ada","Ada",2
"78",5102012003,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[003] TIYING GADING","2. Perdesaan",0.49,"Pertanian Tanaman Pangan",2,2,"Ada","Ada",2
"79",5102012011,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[011] BENGKEL SARI","2. Perdesaan",0.91,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"80",5102012006,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[006] MUNDEH","2. Perdesaan",0.95,"Lainnya",5,0,"Tidak ada","Ada",2
"81",5102012010,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[010] SELABIH","2. Perdesaan",0.51,"Lainnya",1,1,"Tidak ada","Ada",2
"82",5102012004,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[004] LUMBUNG","2. Perdesaan",0.78,"Lainnya",3,2,"Tidak ada","Ada",2
"83",5102012008,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[008] ANGKAH","2. Perdesaan",0.72,"Lainnya",3,0,"Tidak ada","Ada",2
"84",5102012007,"[51] BALI","[02] TABANAN","[012] SELEMADEG BARAT","[007] MUNDEH KANGIN","2. Perdesaan",0.89,"Lainnya",3,3,"Ada","Ada",2
"85",5102020002,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[002] KELATING","2. Perdesaan",1,"Pertanian Tanaman Pangan",1,3,"Ada","Ada",2
"86",5102020005,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[005] TISTA","1. Perkotaan",0.24,"Lainnya",1,0,"Tidak ada","Ada",1
"87",5102020004,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[004] BELUMBANG","2. Perdesaan",0.96,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"88",5102020009,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[009] BATURITI","1. Perkotaan",0.71,"Pertanian Tanaman Pangan",1,2,"Tidak ada","Ada",2
"89",5102020008,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[008] KUKUH","1. Perkotaan",0.42,"Lainnya",1,2,"Tidak ada","Ada",1
"90",5102020013,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[013] BATUAJI","2. Perdesaan",0.65,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"91",5102020012,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[012] SAMSAM","1. Perkotaan",0.07,"Lainnya",3,2,"Ada","Ada",1
"92",5102020003,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[003] PENARUKAN","1. Perkotaan",0.64,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"93",5102020010,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[010] MELILING","1. Perkotaan",0.27,"Pertanian Tanaman Pangan",1,4,"Ada","Ada",2
"94",5102020007,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[007] PANGKUNG KARUNG","1. Perkotaan",0.89,"Pertanian Tanaman Pangan",3,3,"Ada","Ada",2
"95",5102020014,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[014] KESIUT","2. Perdesaan",0.89,"Pertanian Tanaman Pangan",2,0,"Ada","Ada",2
"96",5102020006,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[006] KERAMBITAN","1. Perkotaan",0.08,"Lainnya",3,3,"Ada","Ada",1
"97",5102020011,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[011] SEMBUNG GEDE","1. Perkotaan",0.23,"Lainnya",8,2,"Ada","Ada",1
"98",5102020015,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[015] TIMPAG","2. Perdesaan",0.31,"Pertanian Tanaman Pangan",3,6,"Ada","Ada",2
"99",5102020001,"[51] BALI","[02] TABANAN","[020] KERAMBITAN","[001] TIBUBIYU","2. Perdesaan",0.59,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"100",5102050001,"[51] BALI","[02] TABANAN","[050] MARGA","[001] TEGALJADI","2. Perdesaan",0.49,"Pertanian Tanaman Pangan",3,1,"Tidak ada","Ada",2
"101",5102050003,"[51] BALI","[02] TABANAN","[050] MARGA","[003] BERINGKIT BELAYU","1. Perkotaan",0.46,"Pertanian Tanaman Pangan",0,4,"Ada","Ada",2
"102",5102050002,"[51] BALI","[02] TABANAN","[050] MARGA","[002] KUKUH","1. Perkotaan",0.2,"Lainnya",1,4,"Ada","Ada",1
"103",5102050008,"[51] BALI","[02] TABANAN","[050] MARGA","[008] SELANBAWAK","2. Perdesaan",0.75,"Pertanian Tanaman Pangan",1,1,"Ada","Ada",2
"104",5102050011,"[51] BALI","[02] TABANAN","[050] MARGA","[011] TUA","2. Perdesaan",0.76,"Pertanian Tanaman Pangan",2,3,"Ada","Ada",2
"105",5102050015,"[51] BALI","[02] TABANAN","[050] MARGA","[015] GELUNTUNG","2. Perdesaan",0.66,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"106",5102050006,"[51] BALI","[02] TABANAN","[050] MARGA","[006] KUWUM","2. Perdesaan",0.22,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"107",5102050013,"[51] BALI","[02] TABANAN","[050] MARGA","[013] DAUH PURI","1. Perkotaan",0.5,"Pertanian Tanaman Pangan",2,1,"Ada","Ada",2
"108",5102050009,"[51] BALI","[02] TABANAN","[050] MARGA","[009] MARGA","2. Perdesaan",0.2,"Pertanian Tanaman Pangan",4,4,"Ada","Ada",2
"109",5102050016,"[51] BALI","[02] TABANAN","[050] MARGA","[016] BARU","2. Perdesaan",0.69,"Pertanian Tanaman Pangan",2,4,"Ada","Ada",2
"110",5102050005,"[51] BALI","[02] TABANAN","[050] MARGA","[005] BATANNYUH","1. Perkotaan",0.24,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"111",5102050004,"[51] BALI","[02] TABANAN","[050] MARGA","[004] PEKEN BELAYU","1. Perkotaan",0.13,"Lainnya",3,5,"Ada","Ada",1
"112",5102050010,"[51] BALI","[02] TABANAN","[050] MARGA","[010] PETIGA","2. Perdesaan",0.7,"Pertanian Tanaman Pangan",0,2,"Tidak ada","Ada",2
"113",5102050014,"[51] BALI","[02] TABANAN","[050] MARGA","[014] DAJAN PURI","1. Perkotaan",0.38,"Pertanian Tanaman Pangan",2,2,"Ada","Ada",2
"114",5102050007,"[51] BALI","[02] TABANAN","[050] MARGA","[007] CAUBELAYU","2. Perdesaan",0.8,"Lainnya",2,3,"Ada","Ada",2
"115",5102050012,"[51] BALI","[02] TABANAN","[050] MARGA","[012] PAYANGAN","2. Perdesaan",0.64,"Pertanian Tanaman Pangan",3,3,"Ada","Ada",2
"116",5102030007,"[51] BALI","[02] TABANAN","[030] TABANAN","[007] SUBAMIA","2. Perdesaan",0.43,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"117",5102030011,"[51] BALI","[02] TABANAN","[030] TABANAN","[011] WANASARI","2. Perdesaan",0.4,"Pertanian Tanaman Pangan",1,3,"Ada","Ada",2
"118",5102030006,"[51] BALI","[02] TABANAN","[030] TABANAN","[006] DAJAN PEKEN","1. Perkotaan",0.02,"Lainnya",1,5,"Tidak ada","Ada",1
"119",5102030005,"[51] BALI","[02] TABANAN","[030] TABANAN","[005] DELOD PEKEN","1. Perkotaan",0,"Lainnya",12,4,"Ada","Ada",1
"120",5102030003,"[51] BALI","[02] TABANAN","[030] TABANAN","[003] GUBUG","1. Perkotaan",0.34,"Lainnya",0,8,"Ada","Ada",1
"121",5102030001,"[51] BALI","[02] TABANAN","[030] TABANAN","[001] SUDIMARA","1. Perkotaan",0.54,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"122",5102030008,"[51] BALI","[02] TABANAN","[030] TABANAN","[008] DENBANTAS","1. Perkotaan",0.3,"Lainnya",2,3,"Tidak ada","Ada",1
"123",5102030002,"[51] BALI","[02] TABANAN","[030] TABANAN","[002] BONGAN","1. Perkotaan",0.14,"Lainnya",2,4,"Ada","Ada",1
"124",5102030010,"[51] BALI","[02] TABANAN","[030] TABANAN","[010] TUNJUK","2. Perdesaan",0.75,"Pertanian Tanaman Pangan",1,3,"Tidak ada","Ada",2
"125",5102030012,"[51] BALI","[02] TABANAN","[030] TABANAN","[012] SESANDAN","2. Perdesaan",0.25,"Pertanian Tanaman Pangan",3,0,"Ada","Ada",2
"126",5102030004,"[51] BALI","[02] TABANAN","[030] TABANAN","[004] DAUH PEKEN","1. Perkotaan",0,"Lainnya",5,11,"Tidak ada","Ada",1
"127",5102030009,"[51] BALI","[02] TABANAN","[030] TABANAN","[009] BUAHAN","2. Perdesaan",0.65,"Pertanian Tanaman Pangan",1,2,"Ada","Ada",2
"128",5102040001,"[51] BALI","[02] TABANAN","[040] KEDIRI","[001] PANGKUNG TIBAH","2. Perdesaan",0.6,"Pertanian Tanaman Pangan",0,0,"Ada","Ada",2
"129",5102040011,"[51] BALI","[02] TABANAN","[040] KEDIRI","[011] PANDAK BANDUNG","1. Perkotaan",0.42,"Lainnya",2,2,"Tidak ada","Ada",1
"130",5102040003,"[51] BALI","[02] TABANAN","[040] KEDIRI","[003] BERABAN","1. Perkotaan",0.45,"Pertanian Tanaman Pangan",3,4,"Ada","Ada",2
"131",5102040012,"[51] BALI","[02] TABANAN","[040] KEDIRI","[012] NYAMBU","2. Perdesaan",0.14,"Lainnya",1,4,"Tidak ada","Ada",1
"132",5102040004,"[51] BALI","[02] TABANAN","[040] KEDIRI","[004] BUWIT","2. Perdesaan",0.77,"Pertanian Tanaman Pangan",1,2,"Tidak ada","Ada",2
"133",5102040005,"[51] BALI","[02] TABANAN","[040] KEDIRI","[005] CEPAKA","2. Perdesaan",0.1,"Lainnya",1,3,"Ada","Ada",1
"134",5102040007,"[51] BALI","[02] TABANAN","[040] KEDIRI","[007] PANDAK GEDE","1. Perkotaan",0.1,"Lainnya",2,5,"Tidak ada","Ada",1
"135",5102040009,"[51] BALI","[02] TABANAN","[040] KEDIRI","[009] PEJATEN","1. Perkotaan",0,"Lainnya",2,8,"Tidak ada","Ada",1
"136",5102040002,"[51] BALI","[02] TABANAN","[040] KEDIRI","[002] BELALANG","1. Perkotaan",0.45,"Lainnya",1,5,"Tidak ada","Ada",1
"137",5102040010,"[51] BALI","[02] TABANAN","[040] KEDIRI","[010] NYITDAH","1. Perkotaan",0.14,"Lainnya",1,4,"Ada","Ada",1
"138",5102040006,"[51] BALI","[02] TABANAN","[040] KEDIRI","[006] KABA-KABA","1. Perkotaan",0.21,"Lainnya",1,4,"Tidak ada","Ada",1
"139",5102040008,"[51] BALI","[02] TABANAN","[040] KEDIRI","[008] BENGKEL","2. Perdesaan",0.6,"Pertanian Tanaman Pangan",0,2,"Ada","Ada",2
"140",5102040015,"[51] BALI","[02] TABANAN","[040] KEDIRI","[015] BANJAR ANYAR","1. Perkotaan",0.46,"Lainnya",22,10,"Tidak ada","Ada",1
"141",5102040014,"[51] BALI","[02] TABANAN","[040] KEDIRI","[014] ABIAN TUWUNG","1. Perkotaan",0.07,"Lainnya",6,5,"Tidak ada","Ada",1
